Date,Commodity No,Commodity ,UN code ,Country Name,Import Value (BD),Import Value (USA $),Import Weight (KG),Import Quantity,UM
11/1/2020,85367000,"CONNECTORS FOR OPTICAL FIBRES, OPTICAL FIBRES BUNDLES OR CABLES",US,UNITED STATES OF AMERICA,12043.42214,32030.37803,583,583,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,BR,BRAZIL,3.401061841,9.045377237,0.2,0.2,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,CH,SWITZERLAND,18.68328925,49.68959907,150,150,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,CN,CHINA,3285.904117,8739.106695,1997.401,1997.401,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,CZ,CZECH REPUBLIC,299.4988521,796.5395003,52.913,52.913,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,ES,SPAIN,316.201481,840.9613857,142.77,142.77,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,FI,FINLAND,746.6295798,1985.716968,10.1,10.1,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,GB,UNITED KINGDOM,63094.77667,167805.2571,21905.648,21905.648,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,ID,INDONESIA,12.32017844,32.76643202,0.1,0.1,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,IT,ITALY,6357.052106,16907.05347,584.431,584.431,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,SE,SWEDEN,36.6528165,97.48089495,1,1,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,SG,SINGAPORE,198.9894494,529.227259,6,6,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,TR,TURKEY,840.097683,2234.302348,17,17,KG
11/1/2020,85369010,CONNECTIG AND CONTACT ELEMENTS FOR WIRES AND CABLES,TW,TAIWAN,1889.072605,5024.129268,451.353,451.353,KG
11/1/2020,85369020,CHIPS PROBES,CN,CHINA,9.47994134,25.21260995,1,1,KG
11/1/2020,85369020,CHIPS PROBES,TR,TURKEY,431.5759679,1147.808425,10,10,KG
11/1/2020,85369020,CHIPS PROBES,TW,TAIWAN,21.63040272,57.52766681,1,1,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",DE,GERMANY,16914.89339,44986.41859,850.822,850.822,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",DM,DOMINICA,416.608312,1108.00083,99,99,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",GB,UNITED KINGDOM,3888.495285,10341.74278,424.102,424.102,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",IN,INDIA,4328.568503,11512.15027,442.399,442.399,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",SK,SLOVAKIA,65.82380377,175.0633079,3,3,KG
11/1/2020,85369099,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",TR,TURKEY,153.5284,408.3202128,39.865,39.865,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,BE,BELGIUM,4279.602947,11381.92273,150.86,150.86,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,BR,BRAZIL,327.5664728,871.1874276,17.778,17.778,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,BT,BHUTAN,543.3742275,1445.144222,2,2,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,CH,SWITZERLAND,12469.34377,33163.14831,105.86,105.86,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,EE,ESTONIA,2461.072124,6545.404585,145,145,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,FR,FRANCE,150914.3606,401367.9803,24378,24378,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,GB,UNITED KINGDOM,327898.7508,872071.1457,34728.099,34728.099,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,HK,HONG KONG,123.0773,327.3332447,4.8,4.8,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,HU,HUNGARY,1971.236599,5242.650529,57.397,57.397,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,IT,ITALY,564764.928,1502034.383,22812.909,22812.909,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,JP,JAPAN,11550.80994,30720.23921,705.622,705.622,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,LV,LATVIA,148.7156208,395.5202681,0.8,0.8,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,PH,PHILIPPINES,2706.915197,7199.242544,89.8,89.8,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,PT,PORTUGAL,74.74767556,198.7970095,3.31,3.31,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,SG,SINGAPORE,1703.730483,4531.198092,14.5,14.5,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,TH,THAILAND,285.7606932,760.0018435,5.097,5.097,KG
11/1/2020,85371000,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,UA,UKRAINE,553.4953484,1472.062097,8.55,8.55,KG
11/1/2020,85372000,APPARATUS FOR ELECTRICAL CONTROL OVER 1000 V,SA,SAUDI ARABIA,67780.34906,180266.8858,2100,95,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",AU,AUSTRALIA,1427.327385,3796.08347,165,2,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",CN,CHINA,43018.51889,114410.9545,39674.338,153753,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",CZ,CZECH REPUBLIC,12.47477044,33.17758096,3,2,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",DE,GERMANY,18368.32509,48851.92842,4621.258,978,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",EE,ESTONIA,3154.97027,8390.878379,667,41,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",ET,ETHIOPIA,243.3043139,647.0859413,13.9,1,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",GB,UNITED KINGDOM,1711.052682,4550.672028,626.562,734,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",ID,INDONESIA,3263.299637,8678.988396,628,136,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",JP,JAPAN,413.3671233,1099.380647,297.5,16,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",MX,MEXICO,5536.183293,14723.89174,376.699,8,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",MY,MALAYSIA,912.147428,2425.924011,57.562,409,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",TN,TUNISIA,62.646908,166.614117,9,8,NO
11/1/2020,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",TW,TAIWAN,89816.14555,238872.7275,674,39,NO
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",AT,AUSTRIA,721.9374001,1920.046277,57.2,57.2,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",CA,CANADA,639.4545019,1700.676867,7.039,7.039,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",CR,COSTA RICA,414.50667,1102.411356,3,3,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",FZ,FREE ZONE JABAL ALI,2155.33055,5732.262101,389,389,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",IN,INDIA,26884.0114,71500.03032,9378.313,9378.313,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",MY,MALAYSIA,4839.696608,12871.53353,347.412,347.412,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",PH,PHILIPPINES,145.204,386.1808511,0.65,0.65,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",PL,POLAND,453.0217165,1204.844991,40.61,40.61,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",SE,SWEDEN,658.4541209,1751.207768,3.4,3.4,KG
11/1/2020,85389000,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",SI,SLOVENIA,7.91471922,21.04978516,0.7,0.7,KG
11/1/2020,85391000,SEALED BEAM LAMP UNITS,CN,CHINA,2191.168598,5827.576059,145.16,1182,NO
11/1/2020,85391000,SEALED BEAM LAMP UNITS,CZ,CZECH REPUBLIC,132.9101486,353.4844376,3.5,1,NO
11/1/2020,85391000,SEALED BEAM LAMP UNITS,KR,REPUBLIC OF KOREA,86.76245552,230.7512115,6,11,NO
11/1/2020,85391000,SEALED BEAM LAMP UNITS,MX,MEXICO,5.25278808,13.97018106,0.595,4,NO
11/1/2020,85392100,TUNGSTEN HALOGEN FILAMENT LAMPS,KR,REPUBLIC OF KOREA,7.49419368,19.93136617,16,4,NO
11/1/2020,85392200,"OTHER FILAMENT LAMPS, NOT OVER 200 W AND 100 V",IT,ITALY,1219.359705,3242.977938,1091.114,20000,NO
11/1/2020,85392200,"OTHER FILAMENT LAMPS, NOT OVER 200 W AND 100 V",NL,NETHERLANDS,299.183974,795.7020585,13.2,1800,NO
11/1/2020,85392900,OTHER FILAMENT LAMPS,CA,CANADA,6.41124728,17.05118957,1,1,NO
11/1/2020,85392900,OTHER FILAMENT LAMPS,CH,SWITZERLAND,251.879807,669.8931037,3,270,NO
11/1/2020,85392900,OTHER FILAMENT LAMPS,IT,ITALY,46.97532144,124.9343655,16.723,83,NO
11/1/2020,85392900,OTHER FILAMENT LAMPS,SK,SLOVAKIA,8.10372125,21.55245013,0.992,14,NO
11/1/2020,85393100,"FLUORESCENT, HOT CATHODE DISCHARGE LAMPS",CN,CHINA,3840.598779,10214.35845,613.467,9070,NO
11/1/2020,85393200,"MERCURY OR SODIOUM VAPOUR LAMPS,METAL HALIDE LAMPS",DE,GERMANY,460.9793182,1226.008825,12.1,132,NO
11/1/2020,85393200,"MERCURY OR SODIOUM VAPOUR LAMPS,METAL HALIDE LAMPS",SL,SIERRA LEONE,70.28458,186.9270745,9.481,24,NO
11/1/2020,85393900,OTHER DISCHARGE LAMPS,GB,UNITED KINGDOM,116.636759,310.2041463,5.1,1,NO
11/1/2020,85393900,OTHER DISCHARGE LAMPS,HU,HUNGARY,1776.154799,4723.815955,91.632,492,NO
11/1/2020,85394900,OTHER ARC-LAMPS,US,UNITED STATES OF AMERICA,519.915869,1382.754971,21.5,4,NO
11/1/2020,85395000,light-emitting diode (LED) lamps,AE,UNITED ARAB EMIRATES,9.483723,25.22266755,20,12,NO
11/1/2020,85395000,light-emitting diode (LED) lamps,DE,GERMANY,1619.287232,4306.614978,150.3,707,NO
11/1/2020,85395000,light-emitting diode (LED) lamps,HU,HUNGARY,3153.415376,8386.74302,163.86,1708,NO
11/1/2020,85411000,"DIODES, OTHER THAN PHOTOSENSITIVE OR LIGHT EMITTING",DE,GERMANY,291.1288,774.2787234,4.9,20,NO
11/1/2020,85412100,TRANSISTORS WITH DISSIPATION RATE OF LESS THAN 1 W,CN,CHINA,3.08481334,8.204290798,0.2,0.2,KG
11/1/2020,85413000,"THYRISTORS, DIACS AND TRIACS, OTHER THAN PHOTOSENSITIVE",RO,ROMANIA,59.73733032,158.8758785,2,2,KG
11/1/2020,85414000,PHOTOSENSITIVE SEMI-CONDUCTOR DEVICES,AE,UNITED ARAB EMIRATES,1476.4203,3926.649734,850,1,NO
11/1/2020,85414000,PHOTOSENSITIVE SEMI-CONDUCTOR DEVICES,CN,CHINA,38971.75345,103648.2805,34800.688,2842,NO
11/1/2020,85414000,PHOTOSENSITIVE SEMI-CONDUCTOR DEVICES,DE,GERMANY,277.7063421,738.580697,5,4,NO
11/1/2020,85414000,PHOTOSENSITIVE SEMI-CONDUCTOR DEVICES,FR,FRANCE,774.8087166,2060.66148,145,2,NO
11/1/2020,85415000,OTHER SEMI-CONDUCTOR DEVICES,FR,FRANCE,597.5057093,1589.110929,2.5,2.5,KG
11/1/2020,85423100,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS ,LOGIC CIRCUITS, AMPLIFIERS, CLOCK AND TIMING CIRCUITS, OR OTHER CIRCUITS",CN,CHINA,15208.7352,40448.76382,280.611,164,NO
11/1/2020,85423100,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS ,LOGIC CIRCUITS, AMPLIFIERS, CLOCK AND TIMING CIRCUITS, OR OTHER CIRCUITS",IT,ITALY,956.3041709,2543.362157,19.5,46,NO
11/1/2020,85423100,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS ,LOGIC CIRCUITS, AMPLIFIERS, CLOCK AND TIMING CIRCUITS, OR OTHER CIRCUITS",MX,MEXICO,1126.985327,2997.301402,4.3,3,NO
11/1/2020,85423100,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS ,LOGIC CIRCUITS, AMPLIFIERS, CLOCK AND TIMING CIRCUITS, OR OTHER CIRCUITS",VN,VIETNAM,6377.831428,16962.31763,151.078,65,NO
11/1/2020,85423900,OTHER ELECTRONIC INTEGRATED CIRCUITS,MY,MALAYSIA,1.53830375,4.091233378,0.01,1,NO
11/1/2020,85423900,OTHER ELECTRONIC INTEGRATED CIRCUITS,PL,POLAND,9.670972,25.72067021,1.77,1,NO
11/1/2020,85432000,SIGNAL GENERATORS,CN,CHINA,4.937053,13.13046011,2,5,NO
11/1/2020,85432000,SIGNAL GENERATORS,US,UNITED STATES OF AMERICA,4836.728926,12863.64076,18.516,2,NO
11/1/2020,85437010,ELECTRICAL APPARATUS HAVING A TRANSLATION OR DICTIONARY FUNCTIONS,CN,CHINA,281.0276353,747.4139237,16.5,9,NO
11/1/2020,85437010,ELECTRICAL APPARATUS HAVING A TRANSLATION OR DICTIONARY FUNCTIONS,MX,MEXICO,221.1487902,588.1616761,39.743,5,NO
11/1/2020,85437010,ELECTRICAL APPARATUS HAVING A TRANSLATION OR DICTIONARY FUNCTIONS,PL,POLAND,12.38500017,32.93883024,0.8,3,NO
11/1/2020,85437020,"FLAT MONITORS (INCLUDING LCD MONITORS, PLASMA, ELECTRO-LUMINESCENCE, VACUUM- FLOURESCENCE AND OTHER MONITORS TECHNIQUES) OF PRODCTS OF INFORMATION TECHNIQUE AGREEMENT",CN,CHINA,31.146642,82.83681383,16,5,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,DE,GERMANY,2967.592896,7892.534299,128.042,17,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,GB,UNITED KINGDOM,1127.422483,2998.464051,167,3,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,IE,IRELAND,2725.300312,7248.139128,3,3,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,JP,JAPAN,45.7321524,121.6280649,23.868,1,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,SG,SINGAPORE,11601.94455,30856.23551,70,45,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,SI,SLOVENIA,24.14270836,64.20933074,0.961,1,NO
11/1/2020,85437090,OTHER MACHINES AND APPARATUS,US,UNITED STATES OF AMERICA,13083.61341,34796.84417,135.213,29,NO
11/1/2020,85439010,MICRO ELECTRONIC COLLECTORS,DE,GERMANY,1598.68906,4251.832606,12.8,12.8,KG
11/1/2020,85439090,OTHER PARTS OF ELECTRICAL APPARATUS,AE,UNITED ARAB EMIRATES,146.2374281,388.92933,6,6,KG
11/1/2020,85439090,OTHER PARTS OF ELECTRICAL APPARATUS,HR,CROATIA,676.2733361,1798.599298,2,2,KG
11/1/2020,85439090,OTHER PARTS OF ELECTRICAL APPARATUS,MX,MEXICO,96.00071194,255.3210424,0.5,0.5,KG
11/1/2020,85439090,OTHER PARTS OF ELECTRICAL APPARATUS,PT,PORTUGAL,86.12992262,229.0689431,2.38,2.38,KG
11/1/2020,85441100,COPPER INSULATED ELECTRIC WIRE,CH,SWITZERLAND,15.35630075,40.8412254,0.2,0.2,KG
11/1/2020,85441100,COPPER INSULATED ELECTRIC WIRE,IT,ITALY,4169.993,11090.40691,198,198,KG
11/1/2020,85441900,OTHER INSULATED WINDING WIRE,BR,BRAZIL,35.87349757,95.40823823,10.35,10.35,KG
11/1/2020,85441900,OTHER INSULATED WINDING WIRE,MX,MEXICO,142.2641274,378.3620409,16.93,16.93,KG
11/1/2020,85442010,CO-AXIAL CABLE OVER 10 MM WIDE AND OVER 300 VOLTS,US,UNITED STATES OF AMERICA,398.4033363,1059.583341,26.79,3,MTR
11/1/2020,85442020,CO-AXIAL LINES FOR TELEGRAPH AND TELEPHONE EQUIL  OR MORE THAN 10 PAIRS,PL,POLAND,563.5779013,1498.877397,18,9,MTR
11/1/2020,85442090,OTHER CO-AXIAL CABLE,CN,CHINA,7015.803619,18659.05218,27174.81,12589,MTR
11/1/2020,85442090,OTHER CO-AXIAL CABLE,FR,FRANCE,7.39867418,19.67732495,1,2,MTR
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,CZ,CZECH REPUBLIC,184.2335368,489.9828106,19.024,19.024,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,GB,UNITED KINGDOM,40.56742527,107.8920885,36.97,36.97,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,NI,NICARAGUA,15.91855471,42.33658168,1,1,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,PL,POLAND,1369.162974,3641.390888,97.55,97.55,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,TH,THAILAND,371.0489767,986.8323849,23.923,23.923,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,TW,TAIWAN,310.9728858,827.0555472,9.906,9.906,KG
11/1/2020,85443000,IGNITION WIRING SETS AND OTHER WIRING SETS FOR VEHICLES,VN,VIETNAM,171.6302025,456.4633046,11.348,11.348,KG
11/1/2020,85444211,"Electric connectors for cable of a cross-section exceeding 10 mm and a voltage exceeding 300 V , WITH CONNECTORS",SE,SWEDEN,35.83146677,95.29645418,2.181,11,MTR
11/1/2020,85444211,"Electric connectors for cable of a cross-section exceeding 10 mm and a voltage exceeding 300 V , WITH CONNECTORS",TR,TURKEY,131.3339243,349.2923518,22.347,1220,MTR
11/1/2020,85444219,Other ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V FITTED WITH CONNECTORS,DE,GERMANY,4233.367401,11258.95585,32.4,6,MTR
11/1/2020,85444219,Other ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V FITTED WITH CONNECTORS,GB,UNITED KINGDOM,41.94061618,111.544192,4.256,2,MTR
11/1/2020,85444219,Other ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V FITTED WITH CONNECTORS,MK,MACEDONIA,606.2129154,1612.268392,36.898,152,MTR
11/1/2020,85444219,Other ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V FITTED WITH CONNECTORS,PL,POLAND,76.0603757,202.2882332,3.019,50,MTR
11/1/2020,85444219,Other ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V FITTED WITH CONNECTORS,TW,TAIWAN,99.32213404,264.1546118,11,2,MTR
11/1/2020,85444221,"Electric connectors for wire of a cross-section exceeding 10 mm, WITH CONNECTORS",MX,MEXICO,1499.493442,3988.014474,20.59,1,MTR
11/1/2020,85444229,Other ELECTRIC WIRE NOT EXCEEDING 10 MM CROSS-SECTION FITTED WITH CONNECTORS,AT,AUSTRIA,66.6622155,177.2931263,6,1,MTR
11/1/2020,85444229,Other ELECTRIC WIRE NOT EXCEEDING 10 MM CROSS-SECTION FITTED WITH CONNECTORS,BR,BRAZIL,94.8022792,252.1337213,2.5,1,MTR
11/1/2020,85444229,Other ELECTRIC WIRE NOT EXCEEDING 10 MM CROSS-SECTION FITTED WITH CONNECTORS,CN,CHINA,914.7486567,2432.842172,214.772,484,MTR
11/1/2020,85444229,Other ELECTRIC WIRE NOT EXCEEDING 10 MM CROSS-SECTION FITTED WITH CONNECTORS,TW,TAIWAN,298.0843256,792.7774616,20.59,1,MTR
11/1/2020,85444291,electric connectors FOR A VOLTAGE NOT EXCEEDING 1000 V,GB,UNITED KINGDOM,640.7623798,1704.155266,321,1,MTR
11/1/2020,85444291,electric connectors FOR A VOLTAGE NOT EXCEEDING 1000 V,MX,MEXICO,617.2885377,1641.724834,77.251,32,MTR
11/1/2020,85444291,electric connectors FOR A VOLTAGE NOT EXCEEDING 1000 V,PH,PHILIPPINES,85.01276208,226.0977715,149.8,1,MTR
11/1/2020,85444291,electric connectors FOR A VOLTAGE NOT EXCEEDING 1000 V,RO,ROMANIA,53.99767496,143.6108377,20,4,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",CN,CHINA,12150.68661,32315.65588,3142.119,3768,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",CZ,CZECH REPUBLIC,786.0293013,2090.503461,127.525,25,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",FI,FINLAND,825.468826,2195.395814,9,2,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",IE,IRELAND,30.73122376,81.73197807,0.436,1,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",IT,ITALY,523.2512651,1391.625705,158.1,152,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",KR,REPUBLIC OF KOREA,305.089764,811.4089467,9,9,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",PH,PHILIPPINES,186.7849872,496.768583,40,45,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",PL,POLAND,2436.065754,6478.898282,478.32,189,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",RO,ROMANIA,7.31532006,19.45563846,20,2,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",SE,SWEDEN,29.31665463,77.96982614,1.784,9,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",SG,SINGAPORE,1121.647623,2983.105381,18.4,3,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",SI,SLOVENIA,39.22282325,104.3160193,2.5,12,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",SL,SIERRA LEONE,26.00338,69.15792553,6,6,MTR
11/1/2020,85444299,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",TH,THAILAND,477.692602,1270.459048,171.158,95,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,AE,UNITED ARAB EMIRATES,365849.8368,973004.8851,195961,576650,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,CZ,CZECH REPUBLIC,381.1496072,1013.695764,76,5000,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,DE,GERMANY,44.61732004,118.6630852,10.25,310,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,ES,SPAIN,59.7109332,158.8056734,52,1200,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,GB,UNITED KINGDOM,879.8951149,2340.146582,20,304.8,MTR
11/1/2020,85444910,ELECTRIC CABLE OVER 10 MM WIDE AND OVER 300 V,TR,TURKEY,209.9101801,558.2717555,34,255,MTR
11/1/2020,85444929,Other Electric cable of a cross-section not exceeding 10 mm,DE,GERMANY,291.4964755,775.2565837,3.203,28.403,MTR
11/1/2020,85444929,Other Electric cable of a cross-section not exceeding 10 mm,IN,INDIA,54114.87715,143922.5456,25518.95,846435.44,MTR
11/1/2020,85444931,CABLE FOR TELEGRAPH & TELEPHONE 10 PAIRS OR MORE FOR A VOLTAGE NOT EXCEEDING 80 V,MX,MEXICO,3399.963031,9042.45487,23,353,MTR
11/1/2020,85444931,CABLE FOR TELEGRAPH & TELEPHONE 10 PAIRS OR MORE FOR A VOLTAGE NOT EXCEEDING 80 V,TW,TAIWAN,110.15349,292.9614096,21,1,MTR
11/1/2020,85444939,OTHER CABLE FOR TELEGRAPH & TELEPHONE 10 PAIRS OR MORE,DE,GERMANY,4429.508962,11780.60894,590,590,KG
11/1/2020,85444939,OTHER CABLE FOR TELEGRAPH & TELEPHONE 10 PAIRS OR MORE,IN,INDIA,7.76674698,20.65624197,61,61,KG
11/1/2020,85444949,OTHER WIRE FOR TELEGRAPH & TELEPHONE LESS THAN 10 PARIS,US,UNITED STATES OF AMERICA,3049.958194,8111.59094,315.633,1006,MTR
11/1/2020,85444991,"Other electric conductors, For a voltage not exceeding 80 V",TW,TAIWAN,382.7382242,1017.920809,140,7,MTR
11/1/2020,85444999,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1000 V",FR,FRANCE,340.25251,904.9268883,45,500,MTR
